0.94861,-1.0421,-1.0607,-1
1.0399,0.94302,-0.99272,1
0.98819,-0.96791,0.99421,-1
-0.98719,-0.97211,0.95031,1
1.0022,-0.99921,-1.0019,-1
1.0051,-0.99341,-0.99393,-1
1.0467,1.0057,0.97126,-1
-1.0643,0.99964,-0.97199,1
-1.0055,1.0004,-1.0609,1
0.97041,0.98386,-0.93947,1
-1.0627,-0.9707,-1.0516,1
0.99669,0.98818,-1.0028,1
-0.96584,1.0129,0.94797,1
-0.92686,1.0127,-1.0006,1
-1.0128,0.97475,1.0457,1
-1.0297,-1.0057,-1.0223,1
-0.99508,1.0357,0.93153,1
-1.0175,-1.0519,1.0329,1
-1.0138,1.0017,1.0107,1
0.99533,-0.98556,0.97955,-1
1.0008,-0.99874,0.93547,-1
-1.0143,1.0343,1.0856,1
-1.0427,0.96409,-1.0201,1
-1.0437,1.0479,0.99802,1
-1.0245,-0.99773,1.0024,1
0.99542,1.0371,0.96343,-1
1.0086,1.0023,1.0447,-1
-1.0058,0.96107,-0.93269,1
1.0734,1.0447,-0.99517,1
-0.96647,-0.97471,-1.0793,1
-1.0021,-1.001,-0.99117,1
-1.0114,-1.0003,-0.98372,1
-1.0457,-0.99654,1.0005,1
1.0012,-1.0154,1.016,-1
-1.0068,1.0164,1.0063,1
-0.97011,-1.0904,1.0188,1
-1.0086,0.97745,-0.98157,1
-0.94242,1.0571,1.0063,1
1.007,0.96752,-0.94674,1
1.0027,-1.0231,-0.99821,-1
-0.98411,-0.99589,-1.072,1
1.0484,-0.94668,1.0451,-1
-1.0139,-1.0254,-0.90689,1
0.98836,-1.0025,0.99763,-1
0.99891,0.99784,1.03,-1
-1.017,-1.0002,1.0819,1
-1.0002,0.99995,-1.0049,1
0.99871,0.99737,-1.0205,1
-1.004,-0.92842,-0.99746,1
1.0291,0.99198,0.98388,-1
0.93471,1.0154,1.0569,-1
0.99826,0.9893,-0.98742,1
-1.0182,-1.0496,-1.0392,1
-1.0653,-1.0008,1.0094,1
0.96838,0.99841,0.98762,-1
1.0519,0.96656,-1.0768,1
-1.0082,-0.99893,-1.0044,1
0.99614,0.99892,-0.96429,1
0.96715,1.0087,0.92475,-1
0.99372,1.004,-0.99119,1
-0.97313,1.0299,-0.97431,1
1.0121,-1.0139,-0.9371,-1
0.95775,-0.97422,-0.97021,-1
-1.0107,1.0016,-0.95564,1
1.0106,0.99916,1.0077,-1
0.97416,-1.0273,-1.0214,-1
1.0022,-0.99162,-0.97952,-1
1.0007,0.99834,-1.004,1
1.0116,1.0055,1.0323,-1
0.99846,0.99984,1.0038,-1
0.98115,-1.0427,0.92239,-1
1.0027,-0.99991,-1.0083,-1
-1.0014,-0.99992,-1.0962,1
-0.98767,1.0545,-1.0398,1
0.98262,-1.0091,-1.0516,-1
-0.99687,0.99903,-0.98052,1
0.99877,-0.99826,1.0067,-1
-0.99957,0.99337,-1.0057,1
-1.0307,-1.0114,1.0698,1
0.99122,-1.0514,-1.0167,-1
0.99655,-0.98387,-0.9517,-1
-0.97839,-0.98298,-1.0352,1
-0.99558,-0.94313,-1.0402,1
-0.98216,1.0088,1.0021,1
-1.0212,-1.0363,0.95798,1
0.98998,1.0428,-1.0202,1
1.0691,-1.0383,-1.0337,-1
0.98489,-0.98956,-0.98446,-1
1.0181,-1.0083,-0.92982,-1
1.0124,0.998,-0.95439,1
-1.0269,1.0011,-1.0415,1
-1.0091,1.0637,-1.0589,1
-0.99693,-1.0288,-1.0688,1
1.0672,1.0014,0.994,-1
-0.95116,-1.0171,0.99664,1
0.98348,-1.012,-0.97902,-1
-1.0378,1.0805,0.98904,1
-1.0003,-1.0001,-1.0008,1
0.98532,1.0146,-0.98521,1
0.91921,-0.99733,-1.0204,-1
0.98345,-0.99379,0.98563,-1
-0.95578,1.0454,-0.95513,1
-0.96575,-0.99901,1.0081,1
1.0008,1.0071,0.95773,-1
1.0701,-0.97717,-1.0483,-1
0.99911,-0.99964,-0.99424,-1
-1.0004,1.0144,-0.99523,1
0.97949,-0.99298,-0.99549,-1
1.002,1.0036,-0.98732,1
-1.0438,-0.96825,1.0061,1
-0.99774,0.99934,-1.0285,1
-1.0039,-0.99052,0.93044,1
-0.97692,-1.0137,-1.025,1
-0.95043,-1.0748,-1.0338,1
-1.0814,-1.0146,-1.0101,1
-0.99993,-0.97104,1.0159,1
0.98174,1.0051,1.0679,-1
-0.97722,0.97673,-1.0458,1
-1.001,-1.0022,0.98163,1
-1.0696,1.0073,0.96009,1
-1.0086,1.0024,-1.0019,1
-1.0158,1.0075,1.0279,1
-0.98196,-1.0227,1.0117,1
-0.99737,-1.0889,0.98175,1
0.99414,-1.0126,1.0298,-1
1.0038,-1.0034,-0.91078,-1
-0.96679,-1.001,-1.0067,1
0.98431,-0.99243,-1.0228,-1
1.0037,0.99079,0.99892,-1
-1.0225,0.9829,-1.0083,1
0.96881,1.0006,1.0081,-1
-1.0603,-0.99183,-1.0264,1
-1.0045,1.0512,0.94814,1
-1.0669,-1.0554,-1.0211,1
0.97162,1.0471,0.94714,-1
-1.0737,1.0354,0.99956,1
1.0627,1.0411,-0.93751,1
0.97745,-0.94829,-0.95624,-1
1.0172,-0.9651,-0.9635,-1
1.023,-0.99807,1.0017,-1
0.99528,-1.0165,-0.99656,-1
1.0212,-1.0112,0.97128,-1
-1.0092,1.0035,1.0163,1
-1.0009,1.0033,-0.99624,1
0.99969,0.99885,-0.92324,1
-0.96451,-1,-1.0335,1
1.0139,0.99998,-0.99225,1
0.98512,-1.0018,-0.9778,-1
1.0098,-0.97343,0.91158,-1
0.949,0.94661,-0.93885,1
0.99845,-0.99674,-1.0931,-1
-0.995,0.99597,-1.0289,1
0.99263,-1.0026,1.01,-1
1.0016,-0.99874,-1.0076,-1
-1.0023,-0.99894,-1.008,1
1.0032,-0.99604,-1.0537,-1
-0.97253,0.96209,-1.0001,1
-1.025,-1.0005,-0.99235,1
-0.99963,-1.0004,-0.99995,1
-1.0121,-1.0124,-0.94154,1
0.98547,-1.0159,1.0388,-1
-1.0961,1.0111,-0.99961,1
-1.0515,-1.066,-0.98696,1
-0.99517,-1.0085,-0.99379,1
-0.93365,-1.0321,1.0554,1
1.0832,1.0291,-0.97902,1
1.0009,-1.013,1.0061,-1
-0.98584,-0.98566,-0.91359,1
0.99768,-0.99877,1.0559,-1
-1.014,-1.0013,-1.0001,1
-1.0001,0.9448,0.9876,1
-0.97472,-1.0321,-1.0345,1
-0.99113,1.0053,-1.0521,1
0.97211,1.0509,-0.94495,1
-1.0643,0.9877,0.92699,1
-0.99725,-0.99939,1.0008,1
-0.99198,1.0009,-1.0141,1
-0.99899,-0.99674,-0.9956,1
1.0197,-1.0204,-0.96556,-1
-0.9999,-0.99836,-0.99763,1
1.0125,1.0218,-0.9872,1
1.0107,0.99083,1.0243,-1
0.97985,-1.0158,-1.0428,-1
-0.92057,-1.0237,-1.053,1
-1.0044,-0.99953,-0.95057,1
-0.97169,1.0059,1.0758,1
-1.0298,0.96768,1.0205,1
0.99887,1.0013,0.99787,-1
-0.99862,0.98624,-0.95478,1
-1.0054,-0.99971,-0.99431,1
-0.96989,1.0184,-1.0377,1
-0.93238,-1.0267,-0.96271,1
-1.0289,-0.98862,-0.98218,1
-0.9997,1.0003,-1.0034,1
0.99863,-1.0228,-0.95804,-1
1.0008,0.97406,-0.96365,1
0.99941,-0.9979,1.0095,-1
1.0215,-1.075,-0.96126,-1
1.0145,0.9393,-0.99778,1
0.98344,1.0436,1.0633,-1
-0.97017,1.0435,-0.96379,1
1.0103,-1.0188,-0.9533,-1
-1.0011,0.99852,-1.0071,1
-1.0185,-0.99343,0.95203,1
-1.0004,1.0013,-0.96468,1
0.95268,-1.0187,0.95748,-1
0.99884,-0.99498,0.94961,-1
1.0488,-0.92992,0.99856,-1
-0.97079,-1.0242,0.98136,1
-0.94118,1.0155,-0.93275,1
-0.98292,1.0199,0.97898,1
0.98684,-1.0264,0.91361,-1
-1.0579,1.0053,0.98379,1
-1.0235,1.0002,-1.0449,1
-1.0106,0.99721,-1.026,1
0.99978,-1.0025,1.0023,-1
0.95569,1.0656,1.0223,-1
-0.93775,0.9954,-0.99599,1
0.99925,-1.0192,-1.0788,-1
-1.0089,-1.0004,0.99819,1
-1.0108,1.0165,-1.0108,1
-0.9997,0.99942,-0.98774,1
-1.0011,-0.98017,-0.99435,1
1.013,0.98821,-0.99013,1
1.0197,0.98439,-0.97293,1
-1.0501,1.0085,-1.0806,1
1.0318,1.0073,-0.99126,1
1.0137,0.98829,-1.0021,1
0.98402,0.93781,-0.99404,1
