1.013,-0.98924,0.94601,-1
1.0355,1.081,0.96113,-1
-1.0037,1.012,0.96915,1
-1.014,-0.98046,0.97866,1
-0.93551,-1.0194,-1.0563,1
-1.0269,1.0011,-1.0415,1
0.98703,-1.0059,0.99881,-1
-0.98558,1.0332,-0.92279,1
-0.9687,-0.91264,-1.0148,1
-1.0961,1.0111,-0.99961,1
-1.0436,0.95691,-0.98936,1
-1.0145,-1.027,-1.0219,1
-0.98653,0.98932,-1.0014,1
-0.9999,-0.99836,-0.99763,1
-1.0354,-1.0611,-0.99977,1
0.99812,-1.001,-0.99277,-1
1.0685,-0.99818,1.0619,-1
-0.99607,-0.98697,-0.98628,1
1.0104,-1.0321,1.0469,-1
0.97173,1.0257,-0.93734,1
-0.95083,-0.96294,-1.0007,1
-1.038,1.0426,1.0734,1
0.98836,-1.0025,0.99763,-1
-0.99928,-0.98461,1.0127,1
-1.0247,1.0027,-0.96545,1
0.99719,-1.0076,0.91685,-1
0.94374,-0.92717,1.0178,-1
-1.0334,1.0438,-1.0742,1
0.99979,-0.99992,0.99981,-1
-0.97024,0.9249,1.0047,1
1.0932,1.0184,-0.97422,1
0.99986,1.0003,1.0001,-1
0.98353,1.0139,-0.91146,1
1.0049,-1.0199,1.0046,-1
0.92693,1.0402,1.0428,-1
0.96972,-0.96517,-1.0716,-1
-0.99485,-1.0183,-0.98146,1
0.96881,1.0006,1.0081,-1
-1.0111,-0.94447,-0.96988,1
1.0169,1.0002,-1.0063,1
0.95577,-0.99272,0.98162,-1
0.99516,1.0341,1.0141,-1
0.99528,-1.0165,-0.99656,-1
1.0357,1.0421,-0.95028,1
-1.0079,-0.9958,-1.0491,1
-1.0642,-1.0176,-1.0447,1
1.0108,1.0048,-0.96217,1
-1.0422,1.019,-1.0193,1
-1.0359,-0.98801,-1.0375,1
-1.0035,-1.0044,0.96491,1
0.99754,-1.0001,0.98608,-1
0.94775,1.0196,1.0218,-1
-1.0074,0.99367,0.98198,1
1.0142,0.97674,1.0479,-1
-1.0024,0.99304,-1.068,1
1.0035,1.056,1.074,-1
-0.99861,-1.0009,-1.0119,1
0.98737,1.0463,-0.94117,1
0.95291,-1.0425,1.0315,-1
-0.99802,1.0001,-0.97656,1
-0.99102,-1.0365,-1.0037,1
-0.93829,-1.0309,0.92959,1
-0.92878,0.99785,1.0427,1
0.97645,-1.0387,0.9653,-1
-0.99974,1.009,1.042,1
-1.0157,-0.95082,-1.0516,1
1.0269,-1.0736,1.0438,-1
0.99726,-1.0103,-0.94428,-1
-0.96919,0.99503,-1.0025,1
-1.0051,-1.0185,-1.0012,1
-1.0027,1.0064,-1.0116,1
0.99849,1.0322,-1.0436,1
1.009,-0.99997,1.0107,-1
1.0701,-0.97717,-1.0483,-1
1.0024,1.0278,-0.95307,1
-1.0027,0.99738,-0.99254,1
0.95384,1.0187,-1.0344,1
-0.98127,0.98776,1.0355,1
0.94756,0.95508,0.92889,-1
-1.0139,-1.0254,-0.90689,1
1.0089,-0.98501,0.98495,-1
0.96118,0.99085,-1.0684,1
-1.0053,0.99899,-0.9126,1
-0.95686,1.0823,-1.0349,1
1.0256,-0.9599,-0.94375,-1
-1.0076,1.0348,1.0796,1
1.0114,1.044,0.98165,-1
-1.0249,-0.97759,0.9613,1
0.9429,-1.0107,-0.9512,-1
0.99753,1.0006,-1.0007,1
0.99381,-1.0221,-0.94372,-1
-1.0051,-1.0453,-0.94635,1
0.99921,1.0022,-0.92585,1
-1.0012,1.0053,1.0408,1
-1.0653,-1.0008,1.0094,1
-1.0366,-1.0116,-0.958,1
-1.0172,-0.98705,1.0685,1
1.0081,1.0116,0.91693,-1
-1.0565,-0.98737,-1.0196,1
0.99031,0.99128,-0.995,1
1.0708,0.99873,1.0661,-1
0.96645,-0.97937,1.0352,-1
-0.96923,-0.98752,-0.93636,1
-1.001,0.99617,-0.99321,1
1.0001,-1.0376,1.0898,-1
-0.99644,0.99839,0.9991,1
0.99971,1.0189,0.9943,-1
-1.0278,-0.99452,-1.0173,1
