0.32567,-0.17632
-0.21338,0.53526
-0.27082,0.010988
-0.38833,0.75165
-0.033554,0.2193
0.77507,0.58349
-0.18559,0.68836
-0.38745,-0.26998
-0.62701,-0.48119
-0.06764,0.56935
-0.64922,0.48636
-0.58252,0.46201
0.50261,-0.84615
-0.46407,-0.78574
0.68648,-0.45191
0.32106,0.080801
0.35305,-0.87147
-0.37996,0.48431
0.66277,-0.40012
0.8298,0.13314
-0.016192,0.92593
0.42643,0.66259
0.25295,-0.47797
-0.11697,-0.15068
0.9774,-0.048164
-0.28943,-0.002732
-0.31926,-0.58336
-0.23083,0.54058
-0.12829,0.068187
0.95431,0.24902
0.057143,-0.50294
0.30944,-0.45722
-0.046978,-0.29367
0.26867,-0.3202
0.16871,0.5457
-0.3933,-0.053525
-0.82862,-0.54315
-0.42118,0.49691
0.46374,-0.7939
-0.52429,-0.65561
0.52035,-0.50832
0.21671,-0.4081
0.79289,0.40018
-0.61993,0.43495
-0.52043,0.26835
0.42084,-0.39254
-0.48958,0.29001
0.020091,-0.90662
-0.25013,-0.72157
0.017409,0.064494
-0.25291,-0.58372
0.13775,-0.5118
0.060654,-0.71707
0.43871,-0.30307
0.26958,0.11307
0.662,0.62772
-0.1362,-0.93998
-0.58427,-0.26644
-0.96051,0.050699
0.29681,-0.52273
0.75267,-0.34226
-0.85961,-0.33123
-0.60867,0.22918
-0.088191,-0.7719
0.54228,0.42808
0.42682,0.397
-0.073143,0.53285
0.59235,-0.46123
-0.2467,-0.33612
0.16221,-0.32122
-0.13721,-0.29727
0.56964,0.34198
0.076666,0.69236
-0.26346,-0.152
0.4986,-0.63977
-0.37763,0.48127
-0.67172,0.59865
0.90812,0.34337
-0.32592,-0.23256
-0.28104,-0.42003
0.90318,-0.13771
-0.3848,0.8695
0.71594,-0.085757
-0.78049,0.58005
0.64543,-0.50211
0.033916,0.88323
-0.30203,-0.16327
-0.64277,-0.40269
-0.57609,-0.52022
0.73688,-0.10891
0.73147,0.1712
0.44261,-0.63267
-0.46461,0.38127
0.17146,0.39772
-0.40662,0.52334
-0.11457,0.3807
0.2044,0.49863
-0.041541,-0.47076
0.20218,-0.38677
0.73402,-0.4024
-0.04245,0.078877
-0.5813,-0.34371
0.29558,0.52107
0.90859,0.14781
0.079178,0.6436
-0.81166,-0.28196
-0.39196,-0.86729
0.078643,-0.31532
-0.94534,0.086491
0.90188,-0.36037
0.43483,-0.29857
-0.19073,-0.75442
0.064487,-0.78889
-0.86203,-0.13983
0.65499,-0.22302
-0.63888,-0.65316
