0.024176,0.87379
-0.1599,-0.066583
0.88111,0.67989
0.54945,0.7195
0.30509,0.72948
0.1297,0.34966
0.1608,-0.085033
-0.12155,-0.32393
0.6565,0.7121
-0.96049,0.7455
-0.028405,-0.34212
0.20591,0.022444
-0.82262,0.78959
0.30773,0.79568
-0.5515,0.94765
-0.14073,-0.8506
0.38179,0.66285
0.95647,0.70172
-0.49892,0.52633
0.8521,0.54425
-0.64197,0.76785
-0.2408,-0.36078
0.88111,0.67989
-0.40584,0.89485
-0.19207,-0.71988
0.79367,0.97422
-0.063844,0.92389
0.53014,0.51428
0.22646,0.5014
-0.19373,0.38762
0.0030086,-0.16042
0.94818,0.61192
0.034643,0.060314
-0.24796,-0.70811
-0.28203,0.8097
0.047393,0.2281
0.19159,0.61174
0.52902,0.59999
0.0047442,-0.91152
0.49272,0.92731
-0.40584,0.89485
-0.039217,-0.72429
0.87564,0.75619
0.42376,0.75049
0.093314,0.43319
0.8793,0.58214
-0.75027,0.90047
0.92335,0.75956
-0.48603,0.51222
-0.14519,0.99345
-0.44934,0.8017
0.1608,-0.085033
0.35833,0.60346
-0.026922,0.99986
0.61389,0.73262
0.050406,0.52509
0.21177,0.32353
0.024176,0.87379
0.063581,-0.8373
-0.60626,0.98908
0.42436,0.5734
-0.63313,0.94879
-0.13315,-0.39578
-0.026922,0.99986
-0.74714,0.82314
-0.072674,-0.98726
-0.28203,0.8097
-0.77137,0.65238
-0.9855,0.61288
0.10253,-0.023775
-0.03005,0.34643
-0.15782,-0.70214
-0.24796,-0.70811
0.88111,0.67989
0.32538,0.56263
-0.072674,-0.98726
-0.8347,0.94459
0.1608,-0.085033
-0.64197,0.76785
0.21929,0.021447
-0.75063,0.68044
-0.76088,0.79225
-0.08252,0.57734
-0.89776,0.83656
-0.22988,-0.72871
-0.08252,0.57734
-0.11372,-0.87631
0.55964,0.63537
-0.16294,-0.024981
-0.14073,-0.8506
0.54178,0.56602
-0.031614,-0.56378
0.64366,0.60772
-0.025347,0.04305
0.21929,0.021447
-0.12155,-0.32393
0.88111,0.67989
-0.23729,-0.3898
-0.68745,0.65942
0.87564,0.75619
0.11067,-0.71024
-0.51068,0.51305
-0.13315,-0.39578
-0.14073,-0.8506
0.22646,0.5014
0.13804,-0.46167
-0.17673,-0.25103
0.056134,-0.99802
-0.77137,0.65238
0.30509,0.72948
-0.17141,0.25721
-0.75027,0.90047
-0.12155,-0.32393
0.89838,0.74887
-0.18299,-0.75778
0.23148,0.093307
0.07401,0.21105
-0.68745,0.65942
-0.57688,0.66377
-0.19014,0.041715
-0.062341,0.61876
-0.22988,-0.72871
-0.11717,-0.39431
0.53014,0.51428
0.87207,0.87954
0.30917,0.63062
0.11067,-0.71024
0.44015,0.5149
0.30773,0.79568
-0.96049,0.7455
0.5721,0.9374
-0.96333,0.53689
0.016725,0.95413
-0.033946,0.821
0.16495,-0.038271
-0.098187,-0.40482
0.8793,0.58214
-0.9752,0.72436
0.22646,0.5014
0.25996,0.83034
0.1879,-0.55606
-0.051887,-0.38383
-0.17497,0.54997
0.21929,0.021447
0.53148,0.73504
0.87564,0.75619
-0.20246,0.19313
0.48527,0.50497
-0.15782,-0.70214
0.98107,0.77113
0.87207,0.87954
0.92335,0.75956
-0.28203,0.8097
0.35833,0.60346
0.62845,0.52484
-0.51626,0.87728
0.28099,0.88524
-0.03561,0.54264
-0.031614,-0.56378
0.18253,0.5899
-0.09892,-0.84693
-0.36696,0.97963
0.96165,0.69163
-0.19373,0.38762
-0.32619,0.656
-0.028405,-0.34212
0.1879,-0.55606
-0.19864,0.85221
0.20875,-0.67721
